mod_pres_stu,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
FFF-2013J-66451,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,268,-17.0,268.0,keep,1.0,77.2,0.0,218,9,561,28,16,2013,Oct,Stem,Pass
FFF-2013J-68107,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,Y,268,-51.0,268.0,keep,1.0,89.4,0.0,800,12,3229,94,16,2013,Oct,Stem,Pass
FFF-2013J-70495,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,268,-100.0,268.0,keep,1.0,86.4,0.0,1126,14,4737,143,16,2013,Oct,Stem,Distinction
FFF-2013J-71252,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,268,-138.0,268.0,keep,1.0,78.6,0.0,196,10,378,31,16,2013,Oct,Stem,Pass
FFF-2013J-72864,F,Yorkshire Region,Lower Than A Level,10-20,35-55,2,60,N,268,-159.0,268.0,keep,0.8,57.8,173.0,277,9,1284,32,16,2013,Oct,Stem,Pass
FFF-2013J-77744,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-44.0,268.0,keep,1.0,81.8,0.0,566,11,2206,78,16,2013,Oct,Stem,Pass
FFF-2013J-77746,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,268,-173.0,268.0,keep,0.2,14.8,419.0,30,5,110,8,16,2013,Oct,Stem,Fail
FFF-2013J-79261,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,268,-29.0,268.0,keep,1.0,81.4,0.0,399,12,1513,53,16,2013,Oct,Stem,Pass
FFF-2013J-81536,M,Scotland,Lower Than A Level,80-90%,35-55,1,60,N,268,-50.0,268.0,keep,0.4,27.2,400.0,175,10,474,29,16,2013,Oct,Stem,Fail
FFF-2013J-86669,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,220,N,268,-39.0,268.0,keep,1.0,88.6,0.0,481,11,2060,70,16,2013,Oct,Stem,Pass
FFF-2013J-88781,M,South East Region,A Level or Equivalent,60-70%,0-35,1,60,N,268,-85.0,268.0,keep,0.8,44.2,173.0,292,11,888,52,16,2013,Oct,Stem,Fail
FFF-2013J-90901,M,South Region,HE Qualification,20-30%,35-55,0,120,N,268,-32.0,268.0,keep,1.0,86.4,0.0,451,10,1999,79,16,2013,Oct,Stem,Distinction
FFF-2013J-91629,M,Wales,A Level or Equivalent,20-30%,0-35,2,60,Y,268,-44.0,268.0,keep,0.4,27.6,400.0,315,11,1657,35,16,2013,Oct,Stem,Fail
FFF-2013J-100064,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,268,-136.0,268.0,keep,1.0,92.0,0.0,1379,13,5499,161,16,2013,Oct,Stem,Pass
FFF-2013J-100788,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,268,-82.0,268.0,keep,1.0,83.8,0.0,699,12,2655,119,16,2013,Oct,Stem,Pass
FFF-2013J-101420,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,120,N,268,-132.0,268.0,keep,1.0,92.0,0.0,920,15,4762,116,16,2013,Oct,Stem,Pass
FFF-2013J-102028,M,South Region,A Level or Equivalent,90-100%,35-55,1,60,N,268,-122.0,268.0,keep,1.0,85.2,0.0,1037,14,3878,153,16,2013,Oct,Stem,Distinction
FFF-2013J-104213,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,268,-92.0,268.0,keep,1.0,93.4,0.0,502,14,1786,85,16,2013,Oct,Stem,Distinction
FFF-2013J-105629,M,South East Region,A Level or Equivalent,10-20,35-55,0,60,N,268,-58.0,268.0,keep,1.0,86.8,0.0,1210,14,5014,149,16,2013,Oct,Stem,Pass
FFF-2013J-107028,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,90,N,268,-58.0,268.0,keep,0.8,42.0,173.0,253,8,578,37,16,2013,Oct,Stem,Fail
FFF-2013J-107084,M,London Region,HE Qualification,0-10%,35-55,0,200,N,268,-17.0,268.0,keep,0.8,46.6,96.0,246,8,665,50,16,2013,Oct,Stem,Fail
FFF-2013J-110881,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-16.0,268.0,keep,1.0,75.2,0.0,897,12,3865,111,16,2013,Oct,Stem,Pass
FFF-2013J-113565,M,Wales,A Level or Equivalent,80-90%,0-35,0,180,N,268,-31.0,268.0,keep,1.0,88.2,0.0,324,11,1198,34,16,2013,Oct,Stem,Pass
FFF-2013J-114500,M,London Region,Lower Than A Level,50-60%,35-55,0,120,Y,268,-5.0,268.0,keep,1.0,44.8,0.0,628,12,3169,123,16,2013,Oct,Stem,Fail
FFF-2013J-116290,M,South Region,A Level or Equivalent,50-60%,0-35,1,120,N,268,-128.0,268.0,keep,0.2,16.8,447.0,58,7,139,9,16,2013,Oct,Stem,Fail
FFF-2013J-116808,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,268,-51.0,268.0,keep,1.0,92.8,0.0,2260,15,11087,204,16,2013,Oct,Stem,Distinction
FFF-2013J-117232,M,Ireland,A Level or Equivalent,20-30%,0-35,0,90,N,268,-50.0,268.0,keep,1.0,78.2,0.0,380,9,1084,74,16,2013,Oct,Stem,Pass
FFF-2013J-118050,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,90,N,268,-129.0,268.0,keep,1.0,68.2,0.0,273,10,742,57,16,2013,Oct,Stem,Pass
FFF-2013J-127642,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,1,120,N,268,-32.0,268.0,keep,1.0,82.8,0.0,398,12,1967,55,16,2013,Oct,Stem,Pass
FFF-2013J-130658,M,South West Region,A Level or Equivalent,60-70%,55<=,0,60,N,268,-60.0,268.0,keep,0.8,56.6,173.0,656,14,3030,99,16,2013,Oct,Stem,Pass
FFF-2013J-132453,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-30.0,268.0,keep,1.0,55.4,0.0,336,11,1205,49,16,2013,Oct,Stem,Pass
FFF-2013J-133019,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,268,-11.0,268.0,keep,1.0,79.4,0.0,917,14,3285,121,16,2013,Oct,Stem,Pass
FFF-2013J-133185,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,268,-24.0,268.0,keep,1.0,84.2,0.0,674,12,3046,86,16,2013,Oct,Stem,Pass
FFF-2013J-133718,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-25.0,268.0,keep,0.4,27.6,400.0,187,9,585,24,16,2013,Oct,Stem,Fail
FFF-2013J-136894,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,Y,268,-130.0,268.0,keep,1.0,67.2,0.0,571,13,2656,89,16,2013,Oct,Stem,Pass
FFF-2013J-137903,M,South East Region,Lower Than A Level,90-100%,35-55,1,60,N,268,-23.0,268.0,keep,1.0,56.4,0.0,1064,13,4501,142,16,2013,Oct,Stem,Pass
FFF-2013J-139190,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,150,N,268,-113.0,268.0,keep,1.0,86.2,0.0,534,12,2412,99,16,2013,Oct,Stem,Pass
FFF-2013J-139278,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,268,-169.0,268.0,keep,0.8,70.0,173.0,448,12,1645,55,16,2013,Oct,Stem,Fail
FFF-2013J-139701,M,London Region,Lower Than A Level,40-50%,0-35,1,90,N,268,-102.0,268.0,keep,0.2,17.2,447.0,128,8,653,17,16,2013,Oct,Stem,Fail
FFF-2013J-141648,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,268,-116.0,268.0,keep,1.0,84.6,0.0,1208,15,3955,158,16,2013,Oct,Stem,Pass
FFF-2013J-144562,M,Wales,Lower Than A Level,10-20,0-35,0,90,N,268,-59.0,268.0,keep,0.8,60.2,173.0,501,12,1977,93,16,2013,Oct,Stem,Fail
FFF-2013J-146738,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-31.0,268.0,keep,1.0,87.4,0.0,686,13,3338,84,16,2013,Oct,Stem,Distinction
FFF-2013J-152587,F,South Region,Lower Than A Level,40-50%,35-55,1,90,N,268,-50.0,268.0,keep,1.0,77.2,0.0,887,13,4349,108,16,2013,Oct,Stem,Pass
FFF-2013J-154057,M,South West Region,Lower Than A Level,0-10%,0-35,0,90,N,268,-30.0,268.0,keep,0.4,29.2,400.0,385,10,1465,43,16,2013,Oct,Stem,Fail
FFF-2013J-154059,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,N,268,-57.0,268.0,keep,1.0,52.4,0.0,275,8,781,55,16,2013,Oct,Stem,Pass
FFF-2013J-154191,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,268,-107.0,268.0,keep,1.0,86.2,0.0,398,13,2017,57,16,2013,Oct,Stem,Distinction
FFF-2013J-155298,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-145.0,268.0,keep,1.0,79.0,0.0,368,12,1217,62,16,2013,Oct,Stem,Pass
FFF-2013J-156171,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,268,-92.0,268.0,keep,1.0,72.8,0.0,428,11,2149,49,16,2013,Oct,Stem,Pass
FFF-2013J-160310,F,Scotland,Lower Than A Level,40-50%,35-55,1,60,N,268,-117.0,268.0,keep,0.8,28.6,173.0,991,13,3432,121,16,2013,Oct,Stem,Fail
FFF-2013J-160934,M,Wales,Lower Than A Level,30-40%,0-35,0,120,N,268,-52.0,268.0,keep,0.4,26.4,400.0,94,8,143,18,16,2013,Oct,Stem,Fail
FFF-2013J-160946,M,South Region,HE Qualification,90-100%,0-35,0,60,N,268,-81.0,268.0,keep,1.0,79.6,0.0,220,9,706,27,16,2013,Oct,Stem,Pass
FFF-2013J-162809,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,268,-75.0,268.0,keep,1.0,79.8,0.0,591,13,2292,110,16,2013,Oct,Stem,Pass
FFF-2013J-163120,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,268,-82.0,268.0,keep,1.0,79.8,0.0,775,13,2858,132,16,2013,Oct,Stem,Pass
FFF-2013J-168229,M,North Western Region,A Level or Equivalent,70-80%,35-55,0,90,N,268,-36.0,268.0,keep,1.0,94.2,0.0,1479,14,6448,158,16,2013,Oct,Stem,Distinction
FFF-2013J-169908,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-73.0,268.0,keep,0.4,29.2,400.0,211,8,643,42,16,2013,Oct,Stem,Fail
FFF-2013J-170030,M,Wales,HE Qualification,20-30%,0-35,1,60,N,268,-54.0,268.0,keep,1.0,87.8,0.0,426,11,1069,74,16,2013,Oct,Stem,Distinction
FFF-2013J-170943,M,London Region,A Level or Equivalent,60-70%,0-35,1,150,N,268,-61.0,268.0,keep,1.0,78.2,0.0,784,13,2587,87,16,2013,Oct,Stem,Pass
FFF-2013J-171304,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,268,-39.0,268.0,keep,0.6,32.6,304.0,346,11,1359,48,16,2013,Oct,Stem,Fail
FFF-2013J-171692,F,Wales,A Level or Equivalent,0-10%,0-35,0,90,N,268,-92.0,268.0,keep,1.0,54.4,0.0,376,11,1467,78,16,2013,Oct,Stem,Fail
FFF-2013J-175453,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,268,-54.0,268.0,keep,1.0,64.6,0.0,331,10,1271,59,16,2013,Oct,Stem,Pass
FFF-2013J-177568,M,South Region,A Level or Equivalent,80-90%,0-35,2,60,N,268,-33.0,268.0,keep,1.0,73.6,0.0,90,8,309,8,16,2013,Oct,Stem,Pass
FFF-2013J-178118,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,268,-114.0,268.0,keep,0.6,37.6,304.0,243,8,1118,38,16,2013,Oct,Stem,Fail
FFF-2013J-184473,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,268,-33.0,268.0,keep,1.0,43.6,0.0,125,8,530,21,16,2013,Oct,Stem,Pass
FFF-2013J-187199,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,268,-47.0,268.0,keep,1.0,77.4,0.0,310,11,1261,47,16,2013,Oct,Stem,Pass
FFF-2013J-190910,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,268,-173.0,268.0,keep,0.4,29.2,400.0,140,8,305,27,16,2013,Oct,Stem,Fail
FFF-2013J-192680,M,South West Region,Lower Than A Level,30-40%,0-35,0,90,N,268,-43.0,268.0,keep,1.0,85.6,0.0,937,12,3749,123,16,2013,Oct,Stem,Pass
FFF-2013J-198691,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-86.0,268.0,keep,0.2,2.8,447.0,96,10,277,17,16,2013,Oct,Stem,Fail
FFF-2013J-199361,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,268,-45.0,268.0,keep,1.0,87.0,0.0,768,14,3375,110,16,2013,Oct,Stem,Distinction
FFF-2013J-206342,M,South Region,A Level or Equivalent,80-90%,35-55,1,60,N,268,-82.0,268.0,keep,0.4,23.6,400.0,96,9,258,12,16,2013,Oct,Stem,Fail
FFF-2013J-206599,M,South West Region,A Level or Equivalent,90-100%,0-35,0,90,N,268,-66.0,268.0,keep,0.8,64.8,173.0,455,9,1398,77,16,2013,Oct,Stem,Pass
FFF-2013J-228695,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,268,-127.0,268.0,keep,1.0,65.0,0.0,264,8,955,46,16,2013,Oct,Stem,Pass
FFF-2013J-229417,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,268,-80.0,268.0,keep,0.4,23.2,400.0,180,11,444,18,16,2013,Oct,Stem,Fail
FFF-2013J-231024,M,South Region,Lower Than A Level,80-90%,35-55,0,60,Y,268,-33.0,268.0,keep,1.0,52.8,0.0,645,13,3461,58,16,2013,Oct,Stem,Pass
FFF-2013J-231606,M,Wales,Lower Than A Level,60-70%,35-55,0,60,N,268,-68.0,268.0,keep,1.0,63.4,0.0,1091,14,4788,166,16,2013,Oct,Stem,Fail
FFF-2013J-232347,M,South Region,A Level or Equivalent,60-70%,0-35,0,180,N,268,-19.0,268.0,keep,1.0,81.4,0.0,624,11,2806,134,16,2013,Oct,Stem,Pass
FFF-2013J-232660,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,268,-54.0,268.0,keep,1.0,94.0,0.0,1028,13,4470,148,16,2013,Oct,Stem,Distinction
FFF-2013J-232856,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,268,-171.0,268.0,keep,1.0,84.4,0.0,1085,14,4321,151,16,2013,Oct,Stem,Distinction
FFF-2013J-233087,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,Y,268,-82.0,268.0,keep,1.0,95.8,0.0,1243,15,5949,123,16,2013,Oct,Stem,Distinction
FFF-2013J-234068,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,90,N,268,-94.0,268.0,keep,0.2,14.0,447.0,246,9,857,43,16,2013,Oct,Stem,Fail
FFF-2013J-235670,M,London Region,Lower Than A Level,80-90%,35-55,0,90,N,268,-143.0,268.0,keep,1.0,76.4,0.0,278,10,1116,45,16,2013,Oct,Stem,Pass
FFF-2013J-235706,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,N,268,-103.0,268.0,keep,0.4,36.4,400.0,170,9,684,30,16,2013,Oct,Stem,Fail
FFF-2013J-235978,M,London Region,A Level or Equivalent,60-70%,35-55,0,90,N,268,-80.0,268.0,keep,1.0,82.2,0.0,1158,13,4784,129,16,2013,Oct,Stem,Pass
FFF-2013J-238150,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,268,-61.0,268.0,keep,1.0,87.2,0.0,1756,14,9681,156,16,2013,Oct,Stem,Pass
FFF-2013J-241039,M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,268,-58.0,268.0,keep,1.0,74.6,0.0,559,13,2027,96,16,2013,Oct,Stem,Pass
FFF-2013J-242491,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,Y,268,-90.0,268.0,keep,1.0,89.2,0.0,695,13,3028,118,16,2013,Oct,Stem,Distinction
FFF-2013J-243396,M,North Western Region,Lower Than A Level,80-90%,0-35,0,120,N,268,-33.0,268.0,keep,0.4,21.6,400.0,173,10,648,20,16,2013,Oct,Stem,Fail
FFF-2013J-244205,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,268,-82.0,268.0,keep,0.8,66.2,173.0,675,11,3170,76,16,2013,Oct,Stem,Pass
FFF-2013J-245283,M,London Region,A Level or Equivalent,0-10%,35-55,0,120,N,268,-66.0,268.0,keep,1.0,78.2,0.0,528,13,2387,71,16,2013,Oct,Stem,Pass
FFF-2013J-248882,M,London Region,HE Qualification,20-30%,35-55,0,60,N,268,-33.0,268.0,keep,1.0,84.8,0.0,1069,14,5402,138,16,2013,Oct,Stem,Pass
FFF-2013J-249750,F,Scotland,HE Qualification,10-20,0-35,0,90,N,268,-85.0,268.0,keep,1.0,68.8,0.0,478,14,1617,62,16,2013,Oct,Stem,Pass
FFF-2013J-251405,M,South West Region,A Level or Equivalent,50-60%,0-35,1,60,N,268,-47.0,268.0,keep,1.0,77.4,0.0,454,12,1974,59,16,2013,Oct,Stem,Pass
FFF-2013J-251965,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,268,-127.0,268.0,keep,0.4,28.4,400.0,75,7,243,18,16,2013,Oct,Stem,Fail
FFF-2013J-253767,M,South East Region,A Level or Equivalent,90-100%,0-35,0,270,N,268,-36.0,268.0,keep,1.0,65.8,0.0,371,9,2106,41,16,2013,Oct,Stem,Pass
FFF-2013J-254446,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,268,-46.0,268.0,keep,1.0,83.6,0.0,795,13,3229,114,16,2013,Oct,Stem,Pass
FFF-2013J-255310,M,East Midlands Region,HE Qualification,80-90%,0-35,0,90,N,268,-79.0,268.0,keep,1.0,79.6,0.0,949,12,2919,137,16,2013,Oct,Stem,Pass
FFF-2013J-256905,M,North Region,Lower Than A Level,30-40%,0-35,0,120,N,268,-23.0,268.0,keep,0.6,26.4,304.0,238,10,502,52,16,2013,Oct,Stem,Fail
FFF-2013J-261205,M,North Region,Lower Than A Level,0-10%,35-55,1,60,N,268,-85.0,268.0,keep,0.2,6.8,447.0,57,8,155,13,16,2013,Oct,Stem,Fail
FFF-2013J-262403,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,268,-86.0,268.0,keep,1.0,69.0,0.0,710,13,3533,121,16,2013,Oct,Stem,Pass
FFF-2013J-264164,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,268,-17.0,268.0,keep,1.0,88.2,0.0,295,9,593,43,16,2013,Oct,Stem,Distinction
FFF-2013J-265268,M,North Western Region,Lower Than A Level,60-70%,0-35,1,120,N,268,-68.0,268.0,keep,1.0,82.6,0.0,967,14,4219,130,16,2013,Oct,Stem,Pass
FFF-2013J-268153,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,268,-89.0,268.0,keep,1.0,68.6,0.0,767,13,2891,121,16,2013,Oct,Stem,Pass
FFF-2013J-273782,M,Wales,HE Qualification,90-100%,35-55,0,60,N,268,-24.0,268.0,keep,1.0,88.4,0.0,690,13,3269,107,16,2013,Oct,Stem,Pass
FFF-2013J-274443,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,268,-142.0,268.0,keep,0.8,67.6,173.0,652,11,1913,92,16,2013,Oct,Stem,Fail
FFF-2013J-276388,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-150.0,268.0,keep,1.0,59.2,0.0,595,13,2247,96,16,2013,Oct,Stem,Pass
FFF-2013J-276808,F,North Western Region,A Level or Equivalent,10-20,0-35,1,60,N,268,-29.0,268.0,keep,1.0,83.2,0.0,538,12,2191,100,16,2013,Oct,Stem,Pass
FFF-2013J-278955,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-53.0,268.0,keep,1.0,83.6,0.0,199,9,533,46,16,2013,Oct,Stem,Pass
FFF-2013J-279085,M,London Region,HE Qualification,80-90%,35-55,0,60,N,268,-33.0,268.0,keep,1.0,75.0,0.0,874,13,3594,131,16,2013,Oct,Stem,Pass
FFF-2013J-279750,M,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,268,-36.0,268.0,keep,1.0,87.0,0.0,1320,13,5505,177,16,2013,Oct,Stem,Pass
FFF-2013J-281638,F,Ireland,A Level or Equivalent,20-30%,0-35,0,90,N,268,-47.0,268.0,keep,1.0,82.0,0.0,706,13,2762,95,16,2013,Oct,Stem,Pass
FFF-2013J-282975,F,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-75.0,268.0,keep,1.0,75.2,0.0,819,13,3001,114,16,2013,Oct,Stem,Pass
FFF-2013J-283953,F,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-19.0,268.0,keep,1.0,89.0,0.0,710,13,3592,104,16,2013,Oct,Stem,Distinction
FFF-2013J-284036,M,South West Region,Lower Than A Level,20-30%,0-35,2,60,N,268,-62.0,268.0,keep,0.4,34.8,400.0,454,12,2403,52,16,2013,Oct,Stem,Fail
FFF-2013J-284395,M,London Region,A Level or Equivalent,30-40%,35-55,1,60,N,268,-142.0,268.0,keep,1.0,70.6,0.0,859,14,3941,138,16,2013,Oct,Stem,Pass
FFF-2013J-289221,F,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,268,-149.0,268.0,keep,1.0,52.6,0.0,1212,13,5566,170,16,2013,Oct,Stem,Pass
FFF-2013J-289304,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,90,Y,268,-29.0,268.0,keep,1.0,70.6,0.0,645,14,2248,113,16,2013,Oct,Stem,Pass
FFF-2013J-290521,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,268,-129.0,268.0,keep,1.0,55.2,0.0,320,11,1127,48,16,2013,Oct,Stem,Pass
FFF-2013J-291237,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,180,N,268,-52.0,268.0,keep,1.0,87.0,0.0,652,11,2473,140,16,2013,Oct,Stem,Distinction
FFF-2013J-291516,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,2,60,N,268,-66.0,268.0,keep,0.4,31.6,351.0,279,8,764,45,16,2013,Oct,Stem,Fail
FFF-2013J-291745,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,268,-31.0,268.0,keep,1.0,90.4,0.0,1906,14,11028,187,16,2013,Oct,Stem,Distinction
FFF-2013J-299886,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,210,N,268,-166.0,268.0,keep,1.0,83.6,0.0,686,13,3685,78,16,2013,Oct,Stem,Pass
FFF-2013J-302566,M,South West Region,Lower Than A Level,40-50%,35-55,0,120,Y,268,-150.0,268.0,keep,0.6,31.2,304.0,358,10,1165,36,16,2013,Oct,Stem,Fail
FFF-2013J-304240,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,268,-184.0,268.0,keep,1.0,80.0,0.0,234,10,678,37,16,2013,Oct,Stem,Pass
FFF-2013J-304589,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,N,268,-108.0,268.0,keep,1.0,97.0,0.0,947,14,3685,144,16,2013,Oct,Stem,Distinction
FFF-2013J-305858,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,Y,268,-109.0,268.0,keep,1.0,78.6,0.0,554,10,1876,96,16,2013,Oct,Stem,Pass
FFF-2013J-307245,M,North Region,Lower Than A Level,70-80%,0-35,2,60,N,268,-150.0,268.0,keep,1.0,63.8,0.0,316,12,1036,58,16,2013,Oct,Stem,Fail
FFF-2013J-307676,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,1,120,N,268,-29.0,268.0,keep,0.2,14.8,447.0,58,7,168,9,16,2013,Oct,Stem,Fail
FFF-2013J-309893,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,268,-47.0,268.0,keep,1.0,75.2,0.0,658,13,2313,102,16,2013,Oct,Stem,Pass
FFF-2013J-310646,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,90,N,268,-26.0,268.0,keep,1.0,72.6,0.0,378,13,1335,52,16,2013,Oct,Stem,Pass
FFF-2013J-312760,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,268,-15.0,268.0,keep,0.8,58.0,47.0,309,7,1230,52,16,2013,Oct,Stem,Pass
FFF-2013J-313206,M,Wales,Lower Than A Level,20-30%,0-35,1,60,Y,268,-45.0,268.0,keep,0.4,22.0,351.0,74,6,191,13,16,2013,Oct,Stem,Fail
FFF-2013J-313700,M,Ireland,Lower Than A Level,10-20,0-35,0,90,N,268,-75.0,268.0,keep,0.6,52.8,304.0,948,12,3854,115,16,2013,Oct,Stem,Fail
FFF-2013J-314776,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-36.0,268.0,keep,1.0,87.8,0.0,918,12,3534,112,16,2013,Oct,Stem,Pass
FFF-2013J-315808,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,268,-163.0,268.0,keep,1.0,86.4,0.0,1198,14,4799,174,16,2013,Oct,Stem,Distinction
FFF-2013J-316098,M,South Region,A Level or Equivalent,40-50%,0-35,1,60,N,268,-32.0,268.0,keep,1.0,77.0,0.0,592,11,1476,81,16,2013,Oct,Stem,Pass
FFF-2013J-316541,F,Scotland,HE Qualification,30-40%,0-35,0,120,N,268,-81.0,268.0,keep,1.0,84.4,0.0,618,11,4453,92,16,2013,Oct,Stem,Distinction
FFF-2013J-318627,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,268,-115.0,268.0,keep,1.0,85.8,0.0,844,13,3862,115,16,2013,Oct,Stem,Distinction
FFF-2013J-319578,M,East Midlands Region,Lower Than A Level,10-20,35-55,1,90,N,268,-32.0,268.0,keep,1.0,79.2,0.0,876,14,3468,141,16,2013,Oct,Stem,Pass
FFF-2013J-320437,M,Wales,A Level or Equivalent,20-30%,0-35,0,90,N,268,-75.0,268.0,keep,1.0,54.2,0.0,367,10,1174,54,16,2013,Oct,Stem,Pass
FFF-2013J-323984,M,South West Region,A Level or Equivalent,70-80%,0-35,1,60,N,268,-29.0,268.0,keep,1.0,61.2,0.0,763,12,2921,129,16,2013,Oct,Stem,Pass
FFF-2013J-324672,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-16.0,268.0,keep,1.0,78.2,0.0,434,12,1895,84,16,2013,Oct,Stem,Fail
FFF-2013J-325368,M,Scotland,A Level or Equivalent,80-90%,35-55,3,90,N,268,-29.0,268.0,keep,0.2,18.8,447.0,116,9,447,17,16,2013,Oct,Stem,Fail
FFF-2013J-330192,M,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,268,-28.0,268.0,keep,1.0,68.6,0.0,407,12,1650,52,16,2013,Oct,Stem,Pass
FFF-2013J-330347,M,South Region,HE Qualification,90-100%,55<=,1,60,N,268,-196.0,268.0,keep,0.6,23.4,304.0,686,12,3271,80,16,2013,Oct,Stem,Fail
FFF-2013J-331039,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,120,Y,268,-29.0,268.0,keep,0.8,53.0,173.0,258,10,1060,46,16,2013,Oct,Stem,Pass
FFF-2013J-331417,M,Ireland,A Level or Equivalent,40-50%,0-35,0,120,N,268,-32.0,268.0,keep,1.0,68.2,0.0,799,11,2301,118,16,2013,Oct,Stem,Pass
